B0000CNR0J				Padding on all sides of this rectangular organizer protects electric shavers and other delicates from the hazards of travel. The zipper fully extends around three sides, providing unencumbered access to contents. The clear, plastic, zippered pocket under the top flap isolates wet or leaking items, while two elastic straps secure toothbrushes and small items. A small exterior zipped pocket holds life&#x92;s little necessities, such as bandage strips and aspirin. The interior is lined with nylon, while the outside is made of durable ramie-polyester fabric--all of which wipes clean. Measuring 10 by 7 by 3-1/2 inches, the organizer comes with a strong webbing carry handle.--Ann Bieri
B0000CNR0E				This padded tie case protects up to six neckties from wrinkles during travel. Its satiny lining won&#x92;t snag expensive silk ties, and each half features two wide elastic straps to hold ties securely in place. The zipper extends fully around three sides, allowing the case to open flat for easy access. The case measures 17 by 6 by 1-1/4 inches, is made of durable ramie-polyester fabric, and easily wipes clean.--Ann Bieri
B000142FVW				A rich, creamy pink with an exotic twist. Whenever you find yourself stuck in the office or in traffic staring down at your pink nails, this not so boring pink will have you longing for a tropical trip to Bora Bora.
B00016WV6E				Adds shine, body, and conditioning to all hair colors and types. A mild formula that does not irritate the scalp or skin. Brings out your natural highlights. Made with Rainbow's Neutral (colorless) Henna.Rainbow Henna is 100% organic - no additives, chemicals, or pesticides. Rainbow Henna coats each hair shaft with color. Blends naturally. Fades gradually. Lasts 4-6 weeks. Smooths and seals the hair's cuticle for greater shine and body. Rainbow's custom-tailored recipes can be used for special effects, covering grey, and improving texture.
B00017XWJ8				A blend of sparkling green apple leaves, zesty orange mandarin, charismatic pink magnolia, inspiring purple freesia and soft blue musk compose the vibrant essence of Ralph.
B0001LH6YG				My Spots Are Consealed is the cover stick that will erase most common complexion flaws and blend to match you skin tone. Available in three shades, this waterproof product can be used either alone or with a water-based foundation to conseal unsightly marks and blemishes on the face and body.
B00021AK4I				EDT SPRAY 1.7 OZ Design House: Calvin Klein Year Introduced: 1994 Fragrance Notes: Papaya Pineapple And Jasmine. Accompanied By Green Tea And Amber. Recommended Use: Daytime
B00021CSBG				NARS Cosmetics All About Eve Eyeshadow Shades to inspire and desire. The same longwearing crease resistant formula as NARS single eyeshadow, in uniquely paired color combinations. Worn together or alone, all duo eyeshadows can be applied sheer or built up for a more dramatic effect. All powder eyeshadows can be used wet or dry.
B000225ZL0				Fresh Farmacy contains chamomile extract to calm, rose and lavender to soothe dry patches and tea tree to clear up any blemishes.
B00027DMSI				144 patches in a box Frownies Facial Patches are applied to the forehaed and between the eyses over lines and wrinkles caused by expressions.
B0002DUSR0				Visco-GEL&#xAE; Toe Spacers comfortably separate the big and second toe to help maintain proper alignment and relieve pressure on the bunion joint. These soft positioners are molded from a unique Gel which absorbs pressure and friction between toes while releasing vitamin-enriched mineral oil to soothe and moisturize skin.  Make shoes comfortable. Washable and reusable for months.
B0002FBOLW				This unique, paraben free formula, containing plant derived ingredients, mimics the structure of the natural skin lipids and aids in the replenishment of the loss of natural skin lipids. This cream helps to boost the skin's barrier function while protecting it from environmental stresses. The moisturizer leaves the skin feeling soft and supple. Benefits: Repairs the skin after treatments such as microdermabrasion. Helps to seal in skin moisture to prevent dehydration. Formula is non-greasy and easily absorbed.Patented technology.
B0002KS5VE				Body Fantasies Cotton Candy Fantasy By Parfums De Coeur Body Spray 8 Oz For Women : This is a Floral Fruity Gourmand fragrance for women. This fragrancehas notes of cotton candy, vanilla, sugar cane, strawberry, raspberry and musk.
B0002SGSNI				China Glaze strong adhesion base coat prolongs the length of your manicure and creates the perfect canvas for china glaze nail lacquers
B0002WUHTU				Nailtiques Nail Protein Formula #2 plus Treatment for excessive problems of peeling, softness, or deep split ridges. The protein immediately acts to help bond nails that are splitting or peeling. It also assists in strengthening the nail to grow long, strong and healthy. (1/4 oz)
B0002Z1JJ4				A great nail polish needs a great remover - one that's safe and water based. Conventional removers use oils and emollients to compensate for the extreme drying of Acetone or other harsh solvents. Those same oils and emollients hinder the binding properties of our nail polish because oil and water don't mix. Our new biodegradable, plant derived formula takes it one step further by removing stubborn residue. Acquarella Remover will leave your nails squeaky clean and ready for application. Plus, it wont harm you or the environment.
B00068AZ88				Tired of parting hair into quarter-inch rows to apply hair color? Simplify your home hair care routine. With COMB-A-COLOR perfect at home hair color is just a squeeze, and comb a color away! Its easy, just pour your favorite hair color into the supplied squeeze bottle, and attach COMB-A-COLOR applicator. Patented comb tips part hair, control release and evenly distribute color down to the roots, without messy leaks, in as little as 5 minutes! Designed for ideal hair color, but also great for conditioning growth oils, medicated shampoos, and other liquid hair and scalp treatments.
B0006GZBMA				White Camellia Ultra-Smoothing Conditioner by Aubrey Organics 11 oz Liquid White Camellia Ultra-Smoothing Conditioner 11 oz Liquid Product For Dry Coarse Unruly Hair Extremely emollient anti-frizz formula. Tame unruly hair and replenish much-needed moisture with this intensive ultra-smoothing conditioner. Vitamin-rich formula nourishes as it protects against heat styling damage and breakage restoring manageability for the look you wantwhether it's silky shiny lengths or soft controlled curls. FEATURES BENEFITS White Camellia Oil Deep-conditions smoothes enhances shine Organic Aloe Vera Replenishes moisture Wheat Germ Oil Nourishes protects Ingredients Aqua aloe barbadensis (aloe) leaf juice myristyl alcohol camellia japonica seed oil triticum vulgare (wheat) germ oil alcohol denat. (38b lavender ) pelargonium graveolens (geranium) flower oil glycerin rosmarinus officinalis (rosemary) leaf oil citrus grandis (grapefruit) extract salvia officinalis (sage) oil tocopheryl acetate foenicul
B0006GZDEQ				For Dry, Coarse, Unruly Hair          Extremely emollient anti-frizz formula. Tame unruly hair      with this ultra-smoothing shampoo. Protein-enriched,      moisturizing formula strengthens as it protects against heat      damage and breakage, restoring manageability for the look you      want&#8212;whether it's silky, shiny lengths or soft, controlled      curls.                             FEATURES        BENEFITS                    White Camellia &amp; Sweet Almond Oils        Deep-condition, smooth &amp; protect                    Soy Protein        Strengthens hair fiber                    Vegetable Glycerin        Increases moisture retention                           INGREDIENTS: Deionized Water, Vegetable Glycerin, Hydrolyzed Soy      Protein (made from organic, non-GMO soybeans), Coconut Oil-Corn      Oil Soap, Sweet Almond Oil, White Camellia Oil, Carrageenan,      Organic Geranium Oil, Organic Lavender Oil, Linoleic Acid      (Vitamin F), Organic Rosa Mosqueta&#174; Rose Hip Seed Oil, Vitamin      E, Macadamia Nut and Aloe Vera Oils, Aubrey's Preservative      (Citrus Seed Extract, Vitamins A, C and E).
B0006GZAKI				Honeysuckle Rose Moisturizing Shampoo by Aubrey Organics 11 oz Liquid Honeysuckle Rose Moisturizing Shampoo 11 oz Liquid Product For Dry Brittle Hair The sweet smell of success for your hair. Achieve ultra-softness and manageability with this moisture-intensive shampoo. Restorative herbal emollients rehydrate hair fiber to overcome dryness and brittleness and leave hair irresistibly fragrant and silky-soft. Also recommended for bleached or highlighted hair. Ingredients Aqua decyl glucoside sodium cocoyl hydrolyzed soy protein aloe barbadensis (aloe) leaf juice oryza sativa (rice) extract glucose xanthan gum lonicera caprifolium (honeysuckle) extract citric acid glycerin rosa rubignosa (Rosa Mosqueta) seed oil prunus amygdalus dulcis (sweet almond) oil citrus grandis (grapefruit) extract glucose oxidase lactoperoxidase panax ginseng root extract angelica archangelica extract chrysanthemum sinense flower extract magnolia biondii flower extract alcohol denat. (38b lavendar ) macadamia te
B0006M5566				"Created by Research Pharmacist Robert Heldfond, eb5 Facial Cream is designed for men and women, seniors and baby boomers alike, who are concerned about aging skin.  Containing Vitamins A, E and B5 in a penetrating and nearly greaseless base, eb5 Facial Cream helps improve the appearance of facial wrinkles, crow's feet, ""feather lips"", uneven blotches and dry, sensitive skin.  It's like using 5 creams in one jar!"
B0006PLNSC				Zoya Nail Polish has the hottest shades for all seasons and skin types, they're also the longest wearing lacquer formulation in the world today! You will be impressed by the durability of Zoya Polish and have piece of mind knowing that you are making a healthy choice by using Zoya's toluene and formaldehyde free formula. Zoya offers more than 300 fashion forward colors to choose from, plus at least 4 sizzling new collections every year!To see a full Zoya Nail Polish Color ChartClick Here!
B0007V6PFQ				Brush - Large Oval Cushion Wood Bristles Wood Handle by Bass Brushes 1 Brush Brush - Large Oval Cushion Wood Bristles Wood Handle 1 Brush The Bass Wood Collection is a natural and is a Anit-static as possible.Solid Wood Handles with Wood Pin Bristles. For all types of hair. Works great with blow-dryers totally heat resistant. Warnings Keep out of reach of children. As with all dietary supplements consult your healthcare professional before use. See product label for more information.
B00080DK86				Say goodbye to wrinkles and large pores and hello to smooth, clean and young-looking skin. Glycolic acid treatment pads gently exfoliate, moisturize and assist in the removal of oils and residue. These convenient and easy-to-use treatment pads contain witch hazel, delivering skin-toning and astringent benefits, as well as vitamins A, C, E and Coenzyme Q10.
B00099Z2OQ				"(Product received may temporarily differ from image shown due to packaging update. Product details will be revised, shortly)Weightless ""walking"" treatmentEnriched with certified organic botanicalsNo animal by-productsCruelty freerestores strength, luster and nourishment to abused hairmoisturizes and builds bodydetangles for easy comb-out, easy stylingTo create condition and style, you need to go direct to the source. Direct leave-in Conditioner goes directly into each hair to provide both. This leave-in treatment repairs hair as you go through the day. It also has the added benefit of plumping up each repaired hair so that it feels thicker. More bodifled. This conditioner infuses each individual hair with proteins. Pump it up. Goes directly to style.giovannicometics.comReal organic hair care. Guaranteed when purchased at quality beauty retailers.Vegan"
B0009ET5O4				Repair your damaged skin naturally with Burt&#x2019;s Bees&#xAE; Repair Serum. Eleven essential natural botanicals go into this tube of serum which helps reduce the appearance of fine lines and wrinkles, while supporting the renewal and restoration of your most delicate areas. The concentrated antioxidants found in green tea extract have been infused into this wrinkle cream to help naturally repair skin damage caused by sun exposure and environmental pollution. Finally, borage and evening primrose oils help promote a healthy complexion. Apply this 99.94% natural face treatment and gently massage into skin. Put the power of nature to work for your skin with Burt&#x2019;s Bees.
B0009EXOXW				Skin Eternal Serum, an aqueous cosmetic serum, is a moisturizing lotion contain a rich blend of nutrients and plant extracts. This serum is easily absorbed into the skin and immediately makes skin feel softer and replenished. It is lightly scented with pure lavender and lemon oils. Contents measured by volume.
B0009F3M6A				With Alpha Hydroxy. Restores smooth healthy-looking feet. Clinically proven to help heal cracked heels. Non-greasy. Non-irritating. Fragrance free. Dermatologist recommended. Eucerin, the dermatologist-trusted brand for dry skin care. Eucerin Plus Intensive Repair Foot Creme is clinically proven to help heal extremely dry, rough feet within two weeks. It combines non-irritating alpha hydroxy to smooth skin and intense moisturizers, such as urea and glycerin. Your feet will look and feel noticeably softer and healthier. Fast relief and long-lasting moisturization. Dramatically reduces skin cracks and rough heels. Non-greasy and absorbs quickly. Fragrance-free. Sunburn Alert: This product contains an alpha hydroxy acid (AHA) that may increase your skin's sensitivity to the sun and particularly the possibility of sunburn. Use a sunscreen, wear protective clothing, and limit sun exposure while using this product and for a week afterwards.
B0009OAGRE				Introduced in 1988. Fragrance notes: spice, flowers and exotic fruits combine with patchouli and amber to create this womanly, romantic scent. Recommended use: daytime.When&#xA0;applying&#xA0;any fragrance please consider that there are several factors which can affect the natural smell of your skin and, in turn, the way a scent smells on you.&#xA0; For instance, your mood, stress level, age, body chemistry,&#xA0;diet, and current medications may all alter the scents you wear.&#xA0;&#xA0;Similarly, factor such as dry or oily&#xA0;skin can even affect the amount of time a fragrance will last after being applied
B000BIXP4O				Well, It's not mousse and it's not a gel - some call it magic. It gives straight or curly hair body, hold, and allows lots of styling options.
B000BY2N7S				Biotin is a water-soluble vitamin necessary for normal growth and body function.&#xA0; Biotin is a key regulatory element in gluconeogenesis, fatty acid synthesis, and in the metabolism of some amino acids.&#xA0; Alongside its role in energy production, Biotin enhances the synthesis of certain proteins.&#xA0; In addition, Biotin promotes normal immunity and plays a critical role in skin health.*
B000C1UFM0				Introduced in 1919. Fragrance notes: exotic fruits and spices, blended with soft mosses. Recommended use: evening.When&#xA0;applying&#xA0;any fragrance please consider that there are several factors which can affect the natural smell of your skin and, in turn, the way a scent smells on you.&#xA0; For instance, your mood, stress level, age, body chemistry,&#xA0;diet, and current medications may all alter the scents you wear.&#xA0;&#xA0;Similarly, factor such as dry or oily&#xA0;skin can even affect the amount of time a fragrance will last after being applied
B000C1VX5S				Introduced in 1997. Fragrance notes: a fresh floral, including honeysuckle, gardenia and iris, with notes of amber and vanilla. Recommended use: casual.When&#xA0;applying&#xA0;any fragrance please consider that there are several factors which can affect the natural smell of your skin and, in turn, the way a scent smells on you.&#xA0; For instance, your mood, stress level, age, body chemistry,&#xA0;diet, and current medications may all alter the scents you wear.&#xA0;&#xA0;Similarly, factor such as dry or oily&#xA0;skin can even affect the amount of time a fragrance will last after being applied
B000C1W5LE				Introduced in 2005.When&#xA0;applying&#xA0;any fragrance please consider that there are several factors which can affect the natural smell of your skin and, in turn, the way a scent smells on you.&#xA0; For instance, your mood, stress level, age, body chemistry,&#xA0;diet, and current medications may all alter the scents you wear.&#xA0;&#xA0;Similarly, factor such as dry or oily&#xA0;skin can even affect the amount of time a fragrance will last after being applied
B000CECSAO				Nothing completes a look more beautifully than nails wearing the seasons most significant colors. Changing a Nail Lacquer shade can change a womans entire look _ and her outlook. With over 200 shades, you are sure to find what you're looking for.
B000CSDDDG				Japanese Invention Award winner, and patented design. From Japan, this textured, extra long wash towel is softer and more sanitary than loofah, more effective than a washcloth.Product Size:28cm x 90cm (approx 11 x 35 inches)
B000EM79QM				The Short Sexy Hair Hard Up Gel provides extra firm hold for short hair styles. Extra large pump bottle. No animal testing. Made in USA.
B000EMDK6K				Aveda Pure Abundance Volumizing Shampoo helps create a fullness for fine hair. Builds body and volume, with certified organic acacia gum from Chad, and Africa for hair that looks fuller and feels thicker. People-tested. Made in USA.
B000EPA4GQ				Ultra Sheer Dry-Touch Sunblock SPF 55 is a revolutionary, dermatologist-tested formula that contains Helioplex technology, the latest breakthrough in UV protection.   Helioplex delivers unbeatable UVA protection. It works better to help prevent damaging UVA rays from penetrating deep under skin's surface. Dry-Touch technology absorbs excess sunscreen oils, leaving a clean, lightweight, non-shiny finish.   Serious sun protection never felt this light on your skin.   This product features Helioplex, a breadth of stabilized sunscreen technologies that delivers superior protection from the sun.
B000EY4YLS				Blue Lizard Sensitive Sunscreen SPF 30+ (formerly Blue Lizard Sensitive Sunscream SPF 30) features the finest UV ray-blocking ingredients, including micronized zinc oxide which provides the best broad-spectrum protection from harmful UV rays.. Due to a manufacturer packaging change, item received may vary from product image.
B000EZOC1O				Japanese Invention Award winner, and patented design. From Japan, this textured, extra long wash towel is softer and more sanitary than loofah, more effective than a washcloth.Product Size:28cm x 90cm (approx 11 x 35 inches)
B000F4GIP2				Formulated with European botanicals and rich humectants, the Cleanser is a hydrating and energizing conditioner for scalp and fine hair. Made with vitamins, proteins and amino acids to nourish scalp for stronger hair, it relieves tightness and tension from dryness. With Eco-Correctives to remove pollutants and toxins from scalp and hair, this Nioxin cleanser leaves skin looking fuller and healthier.
B000F4GIPM				Formulated with European botanicals and rich humectants, the Bionutrient Protectives Cleanser is a hydrating and energizing conditioner for scalp and fine hair. Made with vitamins, proteins and amino acids to nourish scalp for stronger hair, it relieves tightness and tension from dryness. With Eco-Correctives to remove pollutants and toxins from scalp and hair, this Nioxin cleanser leaves skin looking fuller and healthier.
B000F6RFX4				Our All Natural Black Mud Soap contains a unique combination of Dead Sea minerals derived from Dead Sea Mud. This effective mud soap removes dirt and cleanses your skin, while simultaneously infusing it with minerals essential to keeping your skin hydrated and moisturized. Our Dead Sea mud soap is enriched with century old Dead Sea mud, leaving your skin cleansed and nourished. As more people are learning about the healing and beauty effects of black mud from The Dead Sea, this soap is becoming a very popular choice for skin care conscious people.
B000FBF58G				This miraculous pink pencil brightens tired eyes for that young, wide-awake look. With a smooth, creamy texture and its perfect shade of brightening pink, eye bright helps conceal and brighten the shadows in the corners of your eyes while lifting the outer corners of the eye, making you look wide-awake and radiant!
B000FCR7MM				Australian Gold Moisture Lock provides color-extending benefits and are packed with vital ingredients that enrich your skin leaving it luxuriously soft and smooth after each use.
B000FZDPX4				The ultimate nail foundation for nails with ridges. Gives natural nails with ridges or discoloration a smooth, even base. Its ingredients leave a translucent finish, the perfect base for manicures
B000GCR6S6				Revlon ColorSilk #48 Burgundy is formulated to penetrate every strand with its gentle, ammonia-free formula and after-color conditioner with nourishing silk proteins. Hair looks silkier, shinier and healthier than before you colored. 100% gray coverage. (2 Fl Oz)
B000GCUPMU				Ready to take the dare to get your healthiest hair ever? Since 1945, Pantene&#x2019;s passion has been healthy, lustrous hair &#x2013; giving you everything you need to let your hair shine. Pantene has the answer to all your hair questions, offering a range of solutions to meet your hair needs and achieve healthy, flawless, oh-so-shiny strands. Find the Pantene that works for you, and experience for yourself why Pantene is the world&#x2019;s number one hair care brand.
B000GJL22K				The formula for this incredible and unique bar of shampoo was discovered loosely placed in and old New England Cookbook many years ago by J.R.LIGGETT. This is the cornerstone of our fine line of bar shampoos that over the years has proven itself over and over to a countless number of loyal users. This is attested to by the number of years it has been on the market. Its 100% vegetable oil formulation lathers quickly, cleans well, and rinses out and easily, leaving you with healthy, beautiful, and clean hair. It will not strip the natural oils from your hair (there are no detergents) for this reason most people do not need a conditioner! It just smells clean.
B000GLGBQ0				Super Sunnies are the perfect protection for indoor tanning. SUPER SUNNIES brand Eyeshields have a flexible high-rise nosebridge to eliminate tan lines and an elastic headband to assure perfect fit. These fabulous sunnies come in four colors, but you'll receive a randomly selected color due to limited supply.
B000GW16E6				gloLoose Base is a silky loose powder base that provides wonderful matte results for excellent coverage. Even in powder form, this base combines antioxidant and UV protection properties within a single application. This luminescent mineral base is so fine it's almost creamy on the skin. Excellent for the occasional blemish, scarring, hyper-pigmentation or a skin condition.
B000HJ0ICY				Buy DevaConcepts Hair Styling Products - DevaCurl Mist-er Right Lavender Curl Revitalizer 12.0 oz. How-to-Use: Spray 10 inches from hair to evenly mist the curls. Scrunch toward the scalp in upward motion. Reawakens and reactivates any Deva styler previously applied to the curls
B000HJT1CW				Vitamin E Face Mist is a quick skin pick-me up and excellent for setting make-up. Spritz it on for instant refreshment, moisture, and protection. With a delicate rosewater scent. Spray the moisturizing mist onto your face once or twice and allow it to dry. It is excellent for setting make&#x2013;up; just spray over make&#x2013;up to seal it after applying. Carry with you when traveling, especially when flying to protect your skin from dry air in the cabin and climate changes, so you&#x2019;ll have healthy&#x2013;looking, hydrated skin when you arrive. Try keeping face mist in the refrigerator during the summer for extra coolness.
B000HRXCRE				Modernize the way you clean up!  You wouldn't eat dinner without first washing your hands, so don't use your Beautyblender repeatedly without first cleaning it.  Hygiene is a must when it comes to keeping you skin fresh and healthy.  Oil and dirt from your face will stay on your applicators if you don't take a moment to properly clean them.  That's why Silva and Lorenz offer Blendercleanser, the perfect hygienic companion for your Beautyblender.  Blendercleanser is a lightly lavender-scented cleanser that's free of dyes and skin irritants.  It's soothing soy-based, low-suds formula breaks down rapidly and fun to use.  Soy has the added benefit of being one of nature's finest moisturizers and lavender is a natural anti-microbial, so by all means, clean up with class and do it often.
B000HZEKDG				Pur Minerals 4-in-1 Pressed Mineral Makeup SPF 15 combines all of the benefits of a concealer, powder, foundation and sun protection to perfect and protect your complexion. Formulated with vitamin E, it nourishes and hydrates to promote healthy skin and a long-lasting, comfortable wear. Silica absorbs excess oil while organic shea butter conditions to soften and smooth, delivering a flawless, natural-looking finish and silky feel. Blush Medium is ideal for medium skin tones with pink undertones.
B000I5MJ8S				Modernize the Way You MakeUp! The Ultimate MakeUp Sponge Applicator. Designed by two top Hollywood Make up artists, Beautyblender is the most versatile make up tool you'll ever own. It 's elliptical teardrop shape is super soft to the touch, like suede and allows you to access hard-to-reach places making your make up application foolproof. It's washable, re-useable and recyclable. It's latex free and anti-microbial. Can be used with all types of make up; liquid base, cream base, mineral make up, cream blush, powders etc. Use Beautyblender damp or dry...we like to use it damp.Please note, Beautyblender will expand when wet.  With 2 you can keep one at home and take one with you, or use one damp and use the other dry.  Hygiene is a must when it comes to keeping you skin fresh and healthy.  Oil and dirt from your face will stay on your applicators if you don't take a moment to properly clean them.  That's why Silva and Lorenz offer this unique combo including the Blendercleanser, the perfect hygienic companion for your Beautyblender.  Blendercleanser is a lightly lavender-scented cleanser that's free of dyes and skin irritants.  It's soothing soy-based, low-suds formula breaks down rapidly, making it fun to use.  Soy has the added benefit of being one of nature's finest moisturizers and lavender is a natural anti-microbial, so by all means, clean up with class and do it often.
B000IJLGR4				Combination/Oily Skin. SPF 6. Looks and feels fresh all day. SoftFlex provides all-day comfort. Oil-free shine control. Natural, flawless look. Transfer-resistant. Made in U.S.A.
B000J41MNG				Nubian Heritage - Bar Soap Coconut &amp; Papaya - 5 oz. (141 g) Nubian Heritage Coconut &amp; Papaya Bar Soap is skin brightening with vanilla beans. Nubian Heritage Coconut &amp; Papaya Bar Soap is sweet-scented and nutrient-rich, the Nubian Heritage Coconut &amp; Papaya Collection pays homage to the bounty of natural tropical ingredients. The coconut palm has touched all aspects of daily life for millions of tropical communities. A Since the 1st Century B.C., the coconut tree has provided shelter, transportation and, more importantly, food. Coconut Oil, high in vitamins, minerals and fatty acids, is an excellent skin softener and protector. A Papaya contains papain, a naturally occurring enzyme, used for centuries to gently dissolve dead skin cells, loosen pore blockage and stimulate circulation. Key Ingredients: Coconut Oil, Shea Butter, Papaya Enzymes, Comfrey Root extract Benefits: Antioxidant-rich Coconut Oil is easily absorbed into the skin to protect the skin against damage by preventing free radical formation. Coconut Oil also strengthens connective tissues to prevent sagging, wrinkles and blemishes, and helps reduce skin inflammation. Papaya enzyme exfoliates, stimulates circulation and firms skin. Shea Butter and anti-inflammatory Comfrey Root extract promote healing. Usage: all skin types Natural Aroma: Asweet, tropical Nubian Heritage's natural, herbal and aromatic recipes help to bring balance to the body, physically, emotionally and spiritually. Nubian Heritage's natural ingredients and our customized fragrance profiles are designed to bring balance into our lives, balance is what Nubian Heritage believes is at the root of all healing, and Nubian Heritage delivers healing benefits through creating and establishing balance and harmony.Nubian Heritage is a healing brand. Nubian Heritage heals different kinds of skin ailments and complications.
B000JVY52Y				A mild exfoliator that combines natural sea salts and micro-sloughing beads to smooth and polish the body. Helps to retexturize and balance the skin while removing excess grime, dirt, and oils.
B000KEOQR4				Take control of your style! Garnier fructis style, with fruit micro-waxes, gives you the power to create and control any style you want.
B000KEOO3U				Professional stainless steel master tech ingrown toenail file and cleaner, features help relieve the pressure of ingrown nails, while the thin curved end cleans under and around the nail.
