id	abstract_input_ids	abstract_token_type_ids	abstract_attention_mask
B000LJCND2	[101, 10449, 3610, 2033, 1010, 1996, 6208, 6381, 3239, 20660, 2008, 29483, 21096, 2015, 2006, 1998, 29483, 3310, 2125, 999, 3610, 2033, 2003, 1996, 9525, 4325, 2881, 2000, 3073, 1037, 2146, 1011, 9879, 1010, 2300, 1011, 13070, 6741, 1997, 17026, 3609, 2008, 17950, 11598, 2015, 1996, 4338, 1997, 2115, 2159, 1012, 4406, 3151, 25536, 3239, 20660, 2015, 1010, 3610, 2033, 2003, 2025, 1037, 8210, 6773, 1025, 2009, 2003, 1037, 2208, 1011, 2689, 2099, 2008, 3464, 10109, 1010, 13366, 14147, 14059, 1010, 15488, 6784, 4726, 1010, 2030, 13109, 15495, 1010, 2130, 1999, 5312, 1997, 4000, 2030, 3239, 1011, 10137, 1012, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B000MQUKPC	[101, 13697, 3490, 2721, 1996, 7965, 24980, 9979, 2015, 1996, 4382, 1998, 25540, 21007, 2015, 2115, 9456, 1999, 1996, 2087, 19401, 6827, 20631, 4117, 2007, 21161, 23184, 2013, 1996, 6802, 4915, 1997, 11934, 1012, 2296, 3019, 6518, 2003, 8066, 7699, 25202, 2007, 3424, 11636, 8524, 3372, 1011, 4138, 2175, 4478, 10498, 1998, 10556, 2912, 8566, 22088, 1010, 4346, 2019, 14531, 1997, 2382, 8995, 17663, 2015, 1998, 13246, 2008, 5326, 3452, 2740, 1998, 25860, 1012, 1996, 1999, 5737, 20255, 5844, 1998, 5760, 24980, 2015, 2024, 3294, 22808, 1997, 2151, 17631, 13978, 2008, 2089, 13382, 1037, 5081, 2000, 2115, 2303, 1012, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B000NG6D7K	[101, 2023, 11757, 3824, 2422, 5061, 8703, 3544, 23677, 1998, 3376, 2006, 2035, 3096, 12623, 1012, 2005, 1037, 2062, 2104, 9153, 3064, 5061, 1010, 6611, 1037, 2309, 5435, 1010, 2030, 6741, 2006, 3176, 15695, 2000, 2191, 2023, 10059, 5061, 5621, 17725, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B000NKL3D0	[101, 8292, 6444, 8621, 5258, 8100, 1999, 1996, 6058, 6741, 1997, 1996, 3096, 1998, 2377, 1037, 10232, 2535, 1999, 8498, 14098, 1012, 2043, 8292, 6444, 5178, 3798, 1999, 1996, 3096, 2024, 22595, 1010, 2009, 4150, 10368, 2005, 1996, 3096, 2000, 9279, 14098, 1012, 4406, 3180, 2843, 8496, 2008, 2069, 11052, 9496, 4371, 1996, 3302, 1997, 1996, 3096, 1010, 9526, 2140, 11052, 9496, 16750, 4539, 1996, 7117, 3426, 1997, 4318, 2791, 2011, 16360, 7770, 21837, 1996, 3096, 1005, 1055, 8292, 6444, 5178, 3798, 1012, 2023, 2025, 2069, 3640, 6234, 4335, 2013, 8030, 2021, 2036, 16263, 2068, 2013, 10694, 2058, 2051, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B000NRQ89M	[101, 10449, 1996, 19330, 4710, 11087, 14098, 1999, 1011, 6457, 2303, 2843, 3258, 1011, 1996, 3819, 2843, 3258, 2005, 2115, 6457, 9410, 999, 4919, 2881, 2005, 4469, 4318, 1998, 4318, 3096, 4127, 1010, 2023, 9525, 4031, 11596, 2536, 3096, 5936, 2107, 2004, 4318, 2791, 1010, 13109, 8978, 2791, 1010, 10634, 2791, 1010, 5931, 5042, 1998, 13690, 1010, 1998, 2009, 17231, 7971, 1012, 3325, 1996, 6666, 1997, 2256, 11087, 14098, 1999, 1011, 6457, 2303, 2843, 3258, 2004, 2009, 6171, 19136, 2015, 1998, 11223, 1999, 14098, 1010, 17445, 2075, 1996, 2373, 1997, 6457, 18213, 2000, 1999, 25608, 2063, 2115, 3096, 2007, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B000NYL3NQ	[101, 25845, 2115, 2051, 9107, 2166, 1998, 18478, 2115, 2051, 2985, 2006, 13606, 3723, 2989, 2007, 1996, 9487, 2703, 6395, 27045, 3565, 15629, 20194, 1012, 2023, 9313, 20194, 18228, 5744, 2015, 2115, 2606, 1010, 21040, 8161, 17462, 2051, 1998, 6464, 17214, 2075, 10424, 10993, 2480, 1012, 2011, 6171, 22391, 1996, 2606, 9093, 1010, 2009, 4487, 13102, 19217, 2015, 2300, 1998, 8311, 1996, 2606, 1010, 4346, 4895, 28689, 6216, 3709, 2491, 1998, 6133, 8010, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B000NZN2V6	[101, 2256, 26018, 3436, 5675, 7505, 15194, 2229, 4550, 20942, 2011, 15224, 1996, 3096, 1005, 1055, 14098, 1010, 4525, 1999, 1037, 5744, 2121, 1998, 2062, 25567, 28838, 1012, 4013, 1011, 17663, 1038, 2629, 1998, 17663, 2015, 1037, 1004, 1041, 1010, 2247, 2007, 3424, 11636, 8524, 3372, 12702, 4783, 19303, 1010, 2053, 9496, 4095, 1998, 6099, 2114, 4053, 1998, 12520, 1012, 25176, 1998, 3161, 7722, 2582, 11598, 1996, 3452, 12353, 1012, 2009, 3727, 1996, 3096, 21755, 1011, 2489, 1998, 2012, 1996, 7812, 6887, 2504, 2000, 25845, 1996, 6666, 1997, 2035, 6541, 18479, 2595, 3424, 1011, 23277, 19839, 2571, 3949, 3688, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B000O1NJZ8	[101, 10449, 1996, 27768, 3074, 1024, 20861, 5514, 1010, 2062, 18030, 1010, 1998, 3640, 1037, 27503, 1010, 9039, 1011, 2489, 4646, 1012, 8703, 2193, 1024, 17953, 1048, 27009, 1013, 3872, 1024, 1014, 1012, 1019, 13109, 11472, 1011, 2321, 19875, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B000O2PDKQ	[101, 1996, 1047, 1011, 22190, 6387, 26018, 3436, 3949, 2003, 4919, 2881, 2005, 2606, 2008, 2003, 11664, 2135, 4318, 1010, 5591, 1010, 5072, 2135, 5845, 1010, 2030, 13047, 2000, 10424, 10993, 2480, 1012, 2023, 3949, 3640, 1037, 6171, 2053, 9496, 12227, 1998, 11052, 9496, 6774, 3325, 1010, 6464, 16360, 7770, 21837, 14098, 2000, 2606, 2008, 2003, 15241, 4318, 1998, 5591, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B000O5UWTA	[101, 1996, 4647, 14753, 6305, 5397, 3609, 3828, 3165, 25850, 24667, 2011, 29058, 3683, 14376, 2003, 2019, 1022, 1012, 1019, 19471, 25850, 24667, 7218, 2005, 2119, 2273, 1998, 2308, 1012, 2023, 25850, 24667, 2001, 2580, 1998, 3107, 2011, 1996, 8228, 2640, 2160, 1997, 29058, 3683, 14376, 1012, 2009, 2003, 4919, 6749, 2005, 3633, 2007, 3671, 2606, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B000OFB5QO	[101, 2024, 2017, 5458, 1997, 5938, 2847, 21522, 1999, 1996, 8040, 2953, 8450, 3103, 2074, 2000, 6162, 1037, 2784, 1010, 3376, 9092, 1029, 3325, 1037, 10218, 9092, 1999, 1037, 12884, 1997, 1996, 2051, 1012, 2507, 2256, 9788, 28566, 11561, 18778, 2843, 3258, 1037, 3046, 2005, 1996, 3647, 3367, 1010, 4248, 4355, 1010, 1998, 2087, 14726, 9092, 2017, 1005, 2310, 2412, 2018, 1012, 2057, 2315, 2009, 28566, 11561, 18778, 2843, 3258, 2138, 2009, 12128, 21743, 2115, 3096, 2046, 1037, 9882, 2829, 8703, 1010, 1998, 3071, 2040, 2038, 2109, 2009, 7078, 4748, 16610, 2009, 1012, 2256, 28566, 11561, 2003, 1037, 3103, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B000OV3ZDO	[101, 2256, 4031, 2003, 29592, 2007, 1996, 3928, 13008, 3148, 9007, 1998, 4117, 2007, 5133, 17561, 2000, 6464, 2422, 2368, 1998, 4408, 2368, 1996, 3096, 1010, 7694, 1037, 24509, 1998, 2062, 15514, 28838, 1012, 2081, 4498, 2013, 2531, 1003, 7554, 17561, 1998, 25202, 2007, 1996, 3019, 13008, 3148, 9007, 1010, 2009, 2025, 2069, 2317, 3619, 1996, 3096, 2021, 2036, 9319, 2049, 5744, 2791, 1998, 22446, 3311, 1012, 2007, 3180, 2224, 1010, 2115, 28838, 2097, 2468, 4189, 2121, 1998, 2489, 2013, 9353, 2638, 1012, 1996, 7132, 7554, 27849, 5675, 2515, 2025, 23217, 1996, 3096, 1005, 1055, 3019, 3514, 2537, 1010, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B000OYJ9AO	[101, 10449, 5760, 27849, 27059, 1010, 1037, 11052, 9496, 6774, 2843, 3258, 2008, 7906, 2115, 3096, 26018, 3064, 2035, 2154, 2146, 1012, 2023, 9788, 2843, 3258, 2003, 29592, 2007, 5760, 19610, 2361, 6534, 3514, 1998, 14817, 1010, 2124, 2005, 2037, 2053, 9496, 12227, 5144, 1012, 19610, 2361, 2480, 11052, 9496, 6290, 2003, 1037, 27849, 2303, 2843, 3258, 2008, 2573, 16278, 2006, 2115, 3096, 1010, 4283, 2000, 1996, 3928, 5257, 1997, 19610, 2361, 6534, 3514, 1998, 14817, 1012, 2122, 3019, 12760, 2024, 8966, 2007, 6827, 19101, 12737, 1998, 3145, 13096, 12737, 1010, 2029, 2024, 6827, 2005, 2053, 9496, 12227, 1010, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B000P1S0N8	[101, 1996, 7327, 17119, 2378, 2417, 2791, 4335, 2291, 2003, 1037, 23222, 3096, 16302, 5576, 2008, 2038, 2042, 6612, 2135, 10003, 2000, 6464, 24251, 2417, 2791, 1998, 5335, 1996, 3311, 1997, 19397, 2417, 3096, 2306, 1037, 8487, 1997, 1018, 3134, 1012, 2007, 1996, 7327, 17119, 2378, 2417, 2791, 4335, 3679, 3819, 2075, 2843, 3258, 11867, 2546, 2321, 1010, 2017, 2064, 3325, 3679, 11052, 9496, 9276, 1998, 3860, 2114, 17631, 23068, 9938, 1010, 2035, 2096, 6880, 8161, 1996, 16476, 1997, 2417, 2791, 1998, 17837, 3096, 4309, 1012, 2023, 7132, 1998, 16684, 5675, 21979, 1037, 12038, 14902, 2008, 16888, 2015, 2855, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
