id	abstract_input_ids	abstract_token_type_ids	abstract_attention_mask
B001G7PSCQ	[101, 4850, 18412, 4315, 9335, 24901, 2015, 2024, 1037, 2966, 2135, 3858, 3424, 1011, 12520, 2291, 2008, 2038, 4227, 10618, 2013, 7435, 1999, 5522, 1998, 12218, 4564, 1012, 2122, 2058, 1011, 1996, 1011, 4675, 12970, 2024, 1037, 2062, 7801, 4522, 2000, 1996, 20422, 1011, 2069, 4850, 18412, 27159, 2015, 1010, 2029, 2020, 1996, 2034, 2128, 25661, 2566, 25346, 2389, 27159, 2015, 2881, 2000, 6149, 12520, 3896, 2006, 1996, 2896, 2227, 1012, 4315, 9335, 24901, 2015, 2031, 2042, 3491, 2000, 6464, 11027, 2896, 13268, 23277, 28562, 2011, 2019, 2779, 1997, 6584, 1003, 1010, 2437, 2068, 1037, 3278, 7620, 2058, 4315, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B001GEEQ90	[101, 6208, 4929, 3085, 13774, 2061, 22626, 2015, 2005, 3733, 7976, 13774, 8208, 1012, 2256, 9525, 4344, 17491, 2061, 22626, 2015, 2024, 2881, 2000, 2855, 1998, 18228, 2061, 4817, 2125, 6381, 1998, 9898, 1006, 9353, 23320, 2594, 1007, 10063, 1010, 2004, 2092, 2004, 21500, 2015, 1998, 11917, 15621, 3688, 1012, 3819, 2005, 2012, 1011, 2188, 13774, 8208, 1010, 2122, 2128, 10383, 3468, 2061, 22626, 2015, 2024, 2146, 1011, 9879, 1998, 3733, 2000, 2224, 1012, 3432, 10364, 5760, 9078, 5524, 2046, 1996, 2327, 1997, 1996, 3154, 11661, 1010, 5362, 19274, 2115, 4344, 25464, 2046, 1996, 6381, 4574, 2011, 1056, 2860, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B001GF7W0Y	[101, 2859, 1043, 24472, 1005, 1055, 9525, 13774, 3907, 2229, 8945, 14083, 1037, 4310, 5675, 2008, 4520, 2068, 4237, 2013, 1996, 2717, 1012, 4406, 2060, 9639, 1010, 2859, 1043, 24472, 12374, 2859, 5726, 2004, 1037, 13774, 28751, 2121, 1010, 4346, 4895, 28689, 6216, 3709, 3997, 1010, 4241, 2527, 8553, 1010, 1998, 1037, 19504, 3926, 1012, 1996, 23569, 27605, 5422, 17422, 1011, 11226, 8248, 21312, 1037, 27503, 4646, 2296, 2051, 1010, 4525, 1999, 10063, 2008, 2024, 2119, 3376, 1998, 2146, 1011, 9879, 1012, 2007, 2859, 1043, 24472, 1010, 2017, 2064, 6162, 1996, 3819, 13774, 2298, 2008, 16180, 1012, 102, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
B001H9289Y	[101, 2995, 2674, 3019, 2063, 7132, 9754, 19819, 2121, 11867, 2546, 2423, 3640, 3176, 6325, 2005, 2752, 2008, 5478, 4469, 6325, 1010, 2107, 2004, 2601, 7925, 1998, 29238, 8496, 1012, 2049, 12038, 1998, 7132, 5675, 2003, 25202, 2007, 17663, 2015, 1998, 13246, 2008, 2053, 9496, 4095, 1996, 3096, 1998, 2191, 2009, 7218, 2005, 7591, 3096, 2105, 1996, 2159, 1012, 5678, 1010, 1996, 11867, 2546, 2423, 3860, 11824, 1996, 3096, 2013, 21371, 12520, 3303, 2011, 17631, 23068, 2050, 1013, 23068, 2497, 3103, 9938, 1012, 1996, 19819, 2121, 12586, 2015, 29483, 2007, 1037, 2658, 8248, 2005, 102, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
B001HKR6WM	[101, 2023, 2275, 2950, 1037, 3528, 1997, 5789, 22569, 2005, 1037, 3143, 2227, 1998, 3239, 2298, 1012, 1996, 3074, 2950, 1037, 19819, 2121, 8248, 1010, 16688, 1013, 4421, 2099, 8248, 1010, 3192, 8248, 1010, 23293, 3239, 8248, 1010, 15488, 15979, 3239, 25742, 1010, 3239, 11197, 8248, 1010, 2561, 2227, 8248, 1010, 12854, 3239, 8248, 1010, 3239, 27067, 1998, 8306, 23967, 1010, 5423, 12854, 8248, 1010, 8306, 22863, 1010, 1998, 3239, 5192, 8248, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B001HU6DZS	[101, 1037, 3928, 9078, 5524, 6366, 2099, 2005, 13774, 7976, 2015, 1998, 16611, 1012, 2256, 4031, 2003, 11974, 19788, 2000, 6366, 2130, 1996, 7823, 4355, 1017, 1011, 1040, 13774, 16611, 1998, 7976, 10063, 1010, 4283, 2000, 2049, 3445, 3997, 4102, 2000, 3180, 13774, 3907, 6366, 2869, 1012, 2009, 6464, 20362, 2151, 21755, 2187, 2011, 3565, 25238, 1010, 2975, 2115, 10063, 4550, 1998, 3201, 2005, 1037, 4840, 2298, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B001IACZEK	[101, 27427, 5313, 3351, 1999, 1037, 3347, 2008, 7453, 7065, 18400, 10057, 1998, 27617, 22662, 2115, 3096, 1012, 10855, 2038, 25180, 10895, 6377, 2049, 26018, 3436, 2843, 3258, 2007, 1996, 1999, 5737, 20255, 5844, 23958, 2015, 1997, 12731, 24894, 5677, 1998, 2665, 5572, 1010, 4525, 1999, 1037, 27150, 7438, 2008, 3727, 2115, 3096, 3110, 4550, 1010, 4658, 1010, 1998, 12246, 26018, 3064, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B001J4IM5G	[101, 15390, 2275, 2039, 1004, 2682, 1017, 1012, 1022, 11472, 2640, 2160, 1024, 16475, 2050, 8474, 24980, 3964, 3444, 13194, 2135, 29592, 1998, 2531, 1003, 26754, 1011, 2489, 20219, 2015, 1010, 5378, 2019, 8989, 3085, 4031, 2240, 2008, 4473, 2005, 7661, 3989, 2241, 2006, 3265, 2606, 2828, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B001JKTTVQ	[101, 1996, 17137, 2100, 2658, 2410, 1011, 3538, 25536, 8248, 2275, 2007, 21445, 1006, 2275, 1997, 2260, 22569, 1998, 1015, 21445, 1010, 2417, 1007, 4107, 1037, 7721, 3074, 1997, 22569, 2005, 2536, 5789, 5097, 1012, 1996, 2275, 2950, 2260, 2152, 1011, 3737, 22569, 2081, 2013, 1037, 5257, 1997, 3019, 4111, 2606, 1998, 12553, 2606, 1010, 12725, 1037, 3730, 1998, 18848, 2514, 1012, 1996, 22569, 2024, 3733, 2000, 4550, 1998, 4318, 1010, 1998, 1996, 5527, 21445, 3640, 14057, 5527, 1998, 3417, 8010, 1012, 2169, 8248, 2003, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B001JTGODI	[101, 2256, 20783, 19412, 8313, 2003, 5845, 2007, 2019, 3424, 1011, 3338, 4270, 5576, 2083, 1037, 16350, 2832, 5994, 3778, 1998, 20064, 1012, 1996, 2765, 2003, 1037, 4318, 1998, 2512, 1011, 26484, 3926, 1012, 1996, 3161, 12760, 2024, 2207, 2011, 1996, 3019, 3684, 1998, 7132, 15012, 1997, 2115, 2606, 2114, 1996, 5744, 19412, 3430, 1010, 4346, 1037, 6208, 11585, 14372, 1998, 11052, 9496, 6774, 3949, 2007, 2328, 1011, 1999, 3424, 1011, 3338, 4270, 3860, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B001KFDHZE	[101, 2784, 4550, 3366, 2005, 23751, 1010, 9754, 1011, 4138, 3096, 1012, 26011, 1005, 1055, 3019, 15003, 20362, 17727, 29366, 2302, 17373, 1012, 2829, 5699, 1998, 1051, 4017, 11506, 2000, 28384, 1998, 11005, 1012, 2023, 7132, 1010, 2422, 1011, 23176, 2075, 4550, 8043, 21743, 10634, 1010, 5591, 3096, 2046, 1037, 16176, 1010, 5744, 2121, 10683, 1012, 2224, 3679, 2005, 1037, 20783, 13268, 3325, 2012, 2188, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B001KYNZGG	[101, 2672, 21202, 2063, 1005, 1055, 9754, 2373, 6381, 3192, 17445, 2229, 1996, 2373, 1997, 2531, 1003, 12702, 1011, 9754, 28815, 2015, 2000, 3073, 27503, 6325, 1010, 2035, 1011, 2154, 26018, 3508, 1010, 1998, 1037, 23751, 28838, 1012, 6612, 2135, 10003, 2000, 5335, 3096, 5744, 2791, 2011, 1011, 4868, 1003, 1010, 11320, 10020, 25949, 2011, 1011, 3943, 1003, 1010, 1998, 26018, 3508, 2011, 1011, 2459, 1003, 2044, 1022, 3134, 1010, 2023, 3192, 2003, 12038, 1010, 3857, 3085, 1010, 1998, 3640, 1022, 2847, 1997, 26018, 3508, 1012, 7718, 2006, 7591, 3096, 1998, 2489, 1997, 102, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]
B001LF4G4E	[101, 1996, 25282, 1056, 2996, 3074, 2003, 1037, 2240, 1997, 2152, 1011, 3737, 20724, 5906, 2881, 2000, 3073, 11090, 1011, 2066, 3463, 2012, 2188, 1012, 1996, 3074, 2838, 1037, 2846, 1997, 3688, 1010, 2164, 1996, 1016, 1011, 1015, 1013, 1018, 3617, 4257, 3707, 1010, 1996, 1015, 21185, 1998, 15390, 4257, 3707, 1010, 1996, 9353, 5013, 2606, 4318, 2121, 1010, 1996, 9685, 12528, 2275, 3334, 1010, 1998, 1996, 27508, 7163, 4257, 3707, 1012, 2035, 1997, 2122, 5906, 2024, 3833, 2013, 2778, 9067, 3170, 1010, 23431, 1010, 1998, 14692, 4475, 1010, 2029, 2393, 2000, 7744, 102, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]
B001MS7HF0	[101, 2360, 9119, 2000, 7976, 1011, 2559, 6325, 1998, 7592, 2000, 8100, 3376, 3096, 2007, 11265, 4904, 22991, 2050, 7965, 3096, 6381, 5789, 1012, 2023, 9525, 5675, 3138, 2115, 3096, 1005, 1055, 2740, 5667, 1010, 4346, 18848, 2422, 6325, 2008, 12586, 2015, 25180, 10895, 2046, 2115, 3096, 1012, 4606, 1010, 1996, 7262, 12586, 1998, 11867, 2546, 2322, 2147, 2362, 2000, 19397, 5335, 3096, 1005, 1055, 11320, 10020, 25949, 1010, 4309, 1010, 1998, 14902, 1010, 3228, 2017, 1037, 27503, 1998, 7965, 1011, 2559, 28838, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
